VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2024-05-01T05:36:08.000+05:30,2024-05-01T06:18:23.000+05:30,1,17.05,1,N,238,175,4,50.5,0.5,0.5,0,6.55,0.3,60.85,2.5,0
2,2024-05-01T05:31:17.000+05:30,2024-05-01T05:43:10.000+05:30,4,1.23,1,N,68,79,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
2,2024-05-01T05:41:32.000+05:30,2024-05-01T05:58:56.000+05:30,1,3.53,1,N,90,141,1,14.5,0.5,0.5,3,0,0.3,21.3,2.5,0
2,2024-05-01T06:02:21.000+05:30,2024-05-01T06:14:44.000+05:30,1,5.71,1,N,262,179,1,17.5,0.5,0.5,5.57,6.55,0.3,33.42,2.5,0
2,2024-05-01T05:36:45.000+05:30,2024-05-01T05:48:30.000+05:30,1,1.39,1,N,48,100,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
2,2024-05-01T05:51:29.000+05:30,2024-05-01T05:57:53.000+05:30,1,1.3,1,N,164,107,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5,0
2,2024-05-01T06:01:06.000+05:30,2024-05-01T06:10:07.000+05:30,1,2.16,1,N,107,229,2,9,0.5,0.5,0,0,0.3,12.8,2.5,0
2,2024-05-01T06:19:42.000+05:30,2024-05-01T06:46:57.000+05:30,1,9.8,1,N,79,89,1,31,0.5,0.5,6.96,0,0.3,41.76,2.5,0
2,2024-05-01T06:14:14.000+05:30,2024-05-01T06:43:07.000+05:30,1,17.66,2,N,132,161,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,2024-05-01T05:44:41.000+05:30,2024-05-01T06:02:14.000+05:30,1,2.51,1,N,113,87,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5,0
1,2024-05-01T06:07:15.000+05:30,2024-05-01T06:28:50.000+05:30,1,3.3,1,N,161,144,1,15.5,3,0.5,2.9,0,0.3,22.2,2.5,0
2,2024-05-01T05:40:58.000+05:30,2024-05-01T05:58:29.000+05:30,1,6.25,1,N,88,112,1,20,0.5,0.5,5.95,0,0.3,29.75,2.5,0
2,2024-05-01T06:12:49.000+05:30,2024-05-01T06:38:46.000+05:30,1,4.88,1,N,232,112,1,20,0.5,0.5,2.88,0,0.3,26.68,2.5,0
2,2024-05-01T06:11:29.000+05:30,2024-05-01T06:15:09.000+05:30,1,0.54,1,N,144,79,1,4.5,0.5,0.5,2.08,0,0.3,10.38,2.5,0
2,2024-05-01T06:16:39.000+05:30,2024-05-01T06:17:57.000+05:30,2,0.37,1,N,79,79,2,3,0.5,0.5,0,0,0.3,6.8,2.5,0
2,2024-05-01T06:19:10.000+05:30,2024-05-01T06:25:56.000+05:30,2,1.73,1,N,79,162,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0
2,2024-05-01T05:43:20.000+05:30,2024-05-01T05:54:39.000+05:30,1,2.54,1,N,163,263,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5,0
2,2024-05-01T06:11:09.000+05:30,2024-05-01T06:19:59.000+05:30,2,2.15,1,N,164,229,1,9,0.5,0.5,0,0,0.3,12.8,2.5,0
2,2024-05-01T06:24:20.000+05:30,2024-05-01T06:32:33.000+05:30,1,1.86,1,N,161,113,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0
2,2024-05-01T06:08:39.000+05:30,2024-05-01T06:28:55.000+05:30,1,7.64,1,N,132,258,1,24,0.5,0.5,10,0,0.3,36.55,0,1.25
2,2024-05-01T05:35:45.000+05:30,2024-05-01T05:51:10.000+05:30,1,2.84,1,N,163,79,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5,0
2,2024-05-01T05:52:30.000+05:30,2024-05-01T06:08:19.000+05:30,1,2.95,1,N,79,230,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5,0
2,2024-05-01T06:10:15.000+05:30,2024-05-01T06:17:07.000+05:30,1,1.31,1,N,100,48,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,2024-05-01T06:20:00.000+05:30,2024-05-01T06:26:31.000+05:30,2,1.19,1,N,48,161,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
1,2024-05-01T05:58:17.000+05:30,2024-05-01T06:33:43.000+05:30,2,5.2,1,N,142,231,1,24.5,3,0.5,2.83,0,0.3,31.13,2.5,0
1,2024-05-01T05:42:58.000+05:30,2024-05-01T06:03:22.000+05:30,1,2.8,1,N,230,263,1,14.5,3,0.5,2,0,0.3,20.3,2.5,0
1,2024-05-01T06:07:02.000+05:30,2024-05-01T06:22:03.000+05:30,1,3.1,1,N,263,164,2,13,3,0.5,0,0,0.3,16.8,2.5,0
1,2024-05-01T06:24:09.000+05:30,2024-05-01T06:40:31.000+05:30,1,2.9,1,N,164,148,2,13.5,3,0.5,0,0,0.3,17.3,2.5,0
1,2024-05-01T05:30:57.000+05:30,2024-05-01T05:37:54.000+05:30,1,1.4,1,N,90,161,1,6.5,3,0.5,2,0,0.3,12.3,2.5,0
1,2024-05-01T05:43:49.000+05:30,2024-05-01T06:00:24.000+05:30,1,6,1,N,170,13,1,20.5,3,0.5,4,0,0.3,28.3,2.5,0
1,2024-05-01T06:14:13.000+05:30,2024-05-01T06:25:05.000+05:30,1,2.1,1,N,158,13,1,9.5,3,0.5,2,0,0.3,15.3,2.5,0
2,2024-05-01T05:46:53.000+05:30,2024-05-01T05:56:31.000+05:30,1,2.58,1,N,79,229,1,10,0.5,0.5,0,0,0.3,13.8,2.5,0
2,2024-05-01T06:24:52.000+05:30,2024-05-01T06:36:57.000+05:30,1,3.23,1,N,79,87,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0
2,2024-05-01T05:35:18.000+05:30,2024-05-01T05:41:59.000+05:30,1,1.38,1,N,48,246,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,2024-05-01T05:47:03.000+05:30,2024-05-01T05:54:41.000+05:30,1,1.51,1,N,246,90,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0
2,2024-05-01T05:57:16.000+05:30,2024-05-01T06:14:22.000+05:30,1,3.41,1,N,186,141,1,14,0.5,0.5,4.45,0,0.3,22.25,2.5,0
2,2024-05-01T05:57:12.000+05:30,2024-05-01T06:30:40.000+05:30,1,27.36,1,N,132,195,1,72,0.5,0.5,5,0,0.3,79.55,0,1.25
2,2024-05-01T05:38:15.000+05:30,2024-05-01T05:49:32.000+05:30,5,1.88,1,N,164,114,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
2,2024-05-01T05:50:28.000+05:30,2024-05-01T05:59:16.000+05:30,5,1.88,1,N,114,90,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,0
2,2024-05-01T05:59:59.000+05:30,2024-05-01T06:06:11.000+05:30,5,1.25,1,N,90,246,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5,0
2,2024-05-01T06:08:06.000+05:30,2024-05-01T06:14:31.000+05:30,5,1.55,1,N,50,163,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,2024-05-01T06:29:55.000+05:30,2024-05-01T06:39:48.000+05:30,5,2.45,1,N,170,142,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0
1,2024-05-01T06:02:03.000+05:30,2024-05-01T06:19:48.000+05:30,1,0,1,N,215,131,1,22.2,0,0.5,0,0,0.3,23,0,0
2,2024-05-01T05:53:24.000+05:30,2024-05-01T06:26:14.000+05:30,1,17.64,3,N,48,1,1,67.5,0.5,0,16.01,11.75,0.3,96.06,0,0
1,2024-05-01T05:42:33.000+05:30,2024-05-01T05:52:04.000+05:30,1,0.9,1,Y,144,79,1,7.5,3,0.5,3.35,0,0.3,14.65,2.5,0
1,2024-05-01T05:55:18.000+05:30,2024-05-01T06:09:38.000+05:30,1,3.5,1,N,79,48,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5,0
1,2024-05-01T06:16:05.000+05:30,2024-05-01T06:24:47.000+05:30,1,1.8,1,N,48,140,1,8.5,3,0.5,1.5,0,0.3,13.8,2.5,0
1,2024-05-01T05:56:15.000+05:30,2024-05-01T06:30:35.000+05:30,1,22.9,1,N,132,259,2,61.5,1.75,0.5,0,6.55,0.3,70.6,0,1.25
2,2024-05-01T05:34:25.000+05:30,2024-05-01T05:50:19.000+05:30,1,2.92,1,N,211,79,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5,0
2,2024-05-01T05:51:31.000+05:30,2024-05-01T05:59:02.000+05:30,1,1.22,1,N,79,107,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,0
2,2024-05-01T06:24:26.000+05:30,2024-05-01T06:30:38.000+05:30,1,1.67,1,N,239,236,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0
2,2024-05-01T05:30:39.000+05:30,2024-05-01T05:53:46.000+05:30,1,9.62,1,N,138,167,1,29.5,0.5,0.5,7.47,6.55,0.3,46.07,0,1.25
1,2024-05-01T05:45:01.000+05:30,2024-05-01T05:53:31.000+05:30,1,0.8,1,N,79,144,1,7,3,0.5,2.15,0,0.3,12.95,2.5,0
1,2024-05-01T05:55:28.000+05:30,2024-05-01T06:01:44.000+05:30,2,0.8,1,N,144,211,1,5.5,3,0.5,1,0,0.3,10.3,2.5,0
1,2024-05-01T06:03:51.000+05:30,2024-05-01T06:10:22.000+05:30,2,1,1,N,211,249,1,6.5,3,0.5,1,0,0.3,11.3,2.5,0
1,2024-05-01T06:14:02.000+05:30,2024-05-01T06:30:45.000+05:30,2,3.7,1,N,249,236,1,14.5,3,0.5,2.75,0,0.3,21.05,2.5,0
2,2024-05-01T06:06:00.000+05:30,2024-05-01T06:09:11.000+05:30,1,0.82,1,N,107,234,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
2,2024-05-01T06:13:50.000+05:30,2024-05-01T06:27:49.000+05:30,1,2.56,1,N,234,237,1,12,0.5,0.5,2,0,0.3,17.8,2.5,0
2,2024-05-01T05:40:02.000+05:30,2024-05-01T05:53:16.000+05:30,1,3.31,1,N,68,13,1,12.5,0.5,0.5,0,0,0.3,16.3,2.5,0
2,2024-05-01T06:04:54.000+05:30,2024-05-01T06:09:43.000+05:30,1,0.89,1,N,125,231,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
2,2024-05-01T06:14:54.000+05:30,2024-05-01T06:34:42.000+05:30,1,5.4,1,N,231,141,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5,0
1,2024-05-01T05:33:49.000+05:30,2024-05-01T06:12:02.000+05:30,2,6.3,1,N,237,148,2,28,3,0.5,0,0,0.3,31.8,2.5,0
2,2024-05-01T05:47:35.000+05:30,2024-05-01T06:06:05.000+05:30,1,1.88,1,N,158,148,1,12.5,0.5,0.5,4.08,0,0.3,20.38,2.5,0
2,2024-05-01T06:06:52.000+05:30,2024-05-01T06:25:45.000+05:30,1,3.25,1,N,148,246,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
2,2024-05-01T06:15:26.000+05:30,2024-05-01T06:50:59.000+05:30,1,17.63,2,N,132,234,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,2024-05-01T05:43:28.000+05:30,2024-05-01T05:52:53.000+05:30,1,2.4,1,N,239,162,1,9.5,0.5,0.5,3.33,0,0.3,16.63,2.5,0
2,2024-05-01T06:02:07.000+05:30,2024-05-01T06:18:33.000+05:30,1,5.71,1,N,163,87,1,19,0.5,0.5,1.5,0,0.3,24.3,2.5,0
2,2024-05-01T06:24:52.000+05:30,2024-05-01T06:31:42.000+05:30,1,1.35,1,N,261,45,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0
2,2024-05-01T06:13:45.000+05:30,2024-05-01T06:18:18.000+05:30,3,0.72,1,N,68,90,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
2,2024-05-01T06:19:05.000+05:30,2024-05-01T06:34:30.000+05:30,1,2.18,1,N,90,79,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5,0
1,2024-05-01T05:30:05.000+05:30,2024-05-01T05:36:14.000+05:30,1,1.1,1,N,48,142,1,6,2.5,0.5,1.85,0,0.3,11.15,2.5,0
1,2024-05-01T05:41:50.000+05:30,2024-05-01T06:05:17.000+05:30,1,4,1,N,163,231,1,17,2.5,0.5,3,0,0.3,23.3,2.5,0
1,2024-05-01T06:17:00.000+05:30,2024-05-01T06:25:18.000+05:30,2,1.5,1,N,231,148,1,8,2.5,0.5,0,0,0.3,11.3,2.5,0
1,2024-05-01T06:26:56.000+05:30,2024-05-01T06:44:56.000+05:30,2,3.3,1,N,148,237,1,14,2.5,0.5,4.3,0,0.3,21.6,2.5,0
1,2024-05-01T05:33:10.000+05:30,2024-05-01T05:48:39.000+05:30,1,8.2,1,N,138,232,1,24.5,4.25,0.5,0,0,0.3,29.55,2.5,1.25
1,2024-05-01T05:54:11.000+05:30,2024-05-01T06:03:25.000+05:30,3,1,1,Y,148,144,1,7.5,3,0.5,1,0,0.3,12.3,2.5,0
1,2024-05-01T06:05:53.000+05:30,2024-05-01T06:19:48.000+05:30,1,2.6,1,N,144,170,1,12,3,0.5,3.15,0,0.3,18.95,2.5,0
2,2024-05-01T05:34:24.000+05:30,2024-05-01T05:46:10.000+05:30,1,1.76,1,N,163,234,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,0
2,2024-05-01T05:47:10.000+05:30,2024-05-01T05:59:31.000+05:30,1,2.01,1,N,234,148,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5,0
2,2024-05-01T06:00:53.000+05:30,2024-05-01T06:18:10.000+05:30,1,2.99,1,N,148,164,1,13.5,0.5,0.5,5,0,0.3,22.3,2.5,0
2,2024-05-01T05:45:14.000+05:30,2024-05-01T06:08:03.000+05:30,2,3.59,1,N,231,43,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5,0
2,2024-05-01T05:50:55.000+05:30,2024-05-01T06:29:52.000+05:30,1,22.67,2,N,132,143,1,52,0,0.5,12.62,6.55,0.3,75.72,2.5,1.25
2,2024-05-01T05:31:49.000+05:30,2024-05-01T05:39:04.000+05:30,1,1.31,1,N,79,234,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0
2,2024-05-01T05:41:41.000+05:30,2024-05-01T05:51:51.000+05:30,1,1.47,1,N,234,186,2,8,0.5,0.5,0,0,0.3,11.8,2.5,0
2,2024-05-01T05:53:59.000+05:30,2024-05-01T06:02:17.000+05:30,1,0.98,1,N,186,68,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,2024-05-01T06:07:30.000+05:30,2024-05-01T06:14:12.000+05:30,1,1.25,1,N,68,246,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0
2,2024-05-01T06:18:05.000+05:30,2024-05-01T06:23:38.000+05:30,1,1.2,1,N,246,90,1,6,0.5,0.5,0.98,0,0.3,10.78,2.5,0
2,2024-05-01T06:24:41.000+05:30,2024-05-01T06:40:11.000+05:30,1,3.19,1,N,68,229,1,13,0.5,0.5,1,0,0.3,17.8,2.5,0
2,2024-05-01T05:40:56.000+05:30,2024-05-01T06:16:59.000+05:30,2,27.22,1,N,132,200,1,70.5,0.5,0.5,15.92,6.55,0.3,95.52,0,1.25
2,2024-05-01T06:04:28.000+05:30,2024-05-01T06:10:39.000+05:30,1,0.66,1,N,262,141,1,6,0.5,0.5,0.49,0,0.3,10.29,2.5,0
2,2024-05-01T06:19:56.000+05:30,2024-05-01T06:50:52.000+05:30,1,5.88,1,N,237,256,1,24,0.5,0.5,5,0,0.3,32.8,2.5,0
2,2024-05-01T05:59:48.000+05:30,2024-05-01T06:12:43.000+05:30,2,3.9,1,N,148,261,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
1,2024-05-01T05:41:33.000+05:30,2024-05-01T05:53:14.000+05:30,1,2.4,1,N,158,68,1,10.5,3,0.5,3,0,0.3,17.3,2.5,0
1,2024-05-01T06:16:29.000+05:30,2024-05-01T06:27:20.000+05:30,1,2,1,N,158,231,1,10,3,0.5,1,0,0.3,14.8,2.5,0
2,2024-05-01T05:42:24.000+05:30,2024-05-01T05:53:20.000+05:30,1,1.38,1,N,148,249,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0
2,2024-05-01T05:55:25.000+05:30,2024-05-01T06:00:06.000+05:30,1,0.88,1,N,249,234,1,5,0.5,0.5,1,0,0.3,9.8,2.5,0
2,2024-05-01T06:02:29.000+05:30,2024-05-01T06:15:56.000+05:30,1,1.96,1,N,164,142,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0
2,2024-05-01T06:16:47.000+05:30,2024-05-01T06:21:09.000+05:30,1,0.62,1,N,142,143,1,5,0.5,0.5,2.2,0,0.3,11,2.5,0
2,2024-05-01T06:24:29.000+05:30,2024-05-01T06:27:55.000+05:30,1,0.76,1,N,142,48,1,4.5,0.5,0.5,0.83,0,0.3,9.13,2.5,0
2,2024-05-01T05:35:23.000+05:30,2024-05-01T05:49:57.000+05:30,1,4.62,1,N,107,13,1,15.5,0.5,0.5,0,0,0.3,19.3,2.5,0
2,2024-05-01T06:00:46.000+05:30,2024-05-01T06:08:45.000+05:30,1,1.35,1,N,125,261,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,2024-05-01T06:25:49.000+05:30,2024-05-01T06:43:08.000+05:30,1,1.54,1,N,211,232,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5,0
2,2024-05-01T05:44:35.000+05:30,2024-05-01T05:53:52.000+05:30,1,2.94,1,N,262,233,1,11,0.5,0.5,1,0,0.3,15.8,2.5,0
2,2024-05-01T06:00:46.000+05:30,2024-05-01T06:05:18.000+05:30,1,0.53,1,N,164,164,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
2,2024-05-01T06:09:03.000+05:30,2024-05-01T06:14:19.000+05:30,1,0.87,1,N,234,170,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5,0
2,2024-05-01T06:17:24.000+05:30,2024-05-01T06:35:27.000+05:30,1,8.42,1,N,164,196,2,25.5,0.5,0.5,0,6.55,0.3,35.85,2.5,0
1,2024-05-01T05:36:31.000+05:30,2024-05-01T05:48:47.000+05:30,1,2,1,N,79,234,1,10,3,0.5,2.75,0,0.3,16.55,2.5,0
1,2024-05-01T05:53:33.000+05:30,2024-05-01T05:57:41.000+05:30,1,1,1,N,113,164,1,5,3,0.5,0,0,0.3,8.8,2.5,0
1,2024-05-01T05:59:42.000+05:30,2024-05-01T06:05:11.000+05:30,2,1,1,N,186,68,1,5.5,3,0.5,1,0,0.3,10.3,2.5,0
1,2024-05-01T06:25:10.000+05:30,2024-05-01T06:32:03.000+05:30,1,1.1,1,N,249,114,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0
1,2024-05-01T05:45:59.000+05:30,2024-05-01T06:03:04.000+05:30,1,2.6,1,N,48,107,1,11.5,3,0.5,3.85,0,0.3,19.15,2.5,0
1,2024-05-01T06:11:34.000+05:30,2024-05-01T06:14:51.000+05:30,1,0,1,N,114,114,3,2.5,3,0.5,0,0,0.3,6.3,2.5,0
1,2024-05-01T06:14:54.000+05:30,2024-05-01T06:33:48.000+05:30,1,3.1,1,N,114,255,1,13,3,0.5,3.35,0,0.3,20.15,2.5,0
2,2024-05-01T05:48:33.000+05:30,2024-05-01T05:50:53.000+05:30,1,0.95,1,N,239,151,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
1,2024-05-01T05:31:53.000+05:30,2024-05-01T05:45:51.000+05:30,2,2,1,N,230,68,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5,0
1,2024-05-01T05:47:05.000+05:30,2024-05-01T05:50:41.000+05:30,3,0.4,1,N,68,158,1,4,3,0.5,1.55,0,0.3,9.35,2.5,0
1,2024-05-01T05:52:43.000+05:30,2024-05-01T06:08:09.000+05:30,3,2.3,1,N,158,137,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5,0
1,2024-05-01T06:08:55.000+05:30,2024-05-01T06:14:51.000+05:30,2,1.2,1,N,137,68,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0
1,2024-05-01T06:23:44.000+05:30,2024-05-01T06:34:35.000+05:30,3,1.7,1,N,249,231,1,9,3,0.5,1,0,0.3,13.8,2.5,0
1,2024-05-01T06:09:24.000+05:30,2024-05-01T06:15:59.000+05:30,2,0.9,1,N,142,163,2,6,3,0.5,0,0,0.3,9.8,2.5,0
2,2024-05-01T05:37:35.000+05:30,2024-05-01T05:45:43.000+05:30,1,1.06,1,N,45,148,1,7,0.5,0.5,3.24,0,0.3,14.04,2.5,0
2,2024-05-01T05:46:40.000+05:30,2024-05-01T05:52:10.000+05:30,1,1.91,1,N,148,256,1,8,0.5,0.5,2.95,0,0.3,14.75,2.5,0
2,2024-05-01T06:00:00.000+05:30,2024-05-01T06:15:17.000+05:30,1,2.78,1,N,232,68,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0
2,2024-05-01T06:16:32.000+05:30,2024-05-01T06:24:25.000+05:30,1,1.91,1,N,68,161,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0
2,2024-05-01T06:29:00.000+05:30,2024-05-01T06:33:06.000+05:30,1,0.58,1,N,164,170,2,5,0.5,0.5,0,0,0.3,8.8,2.5,0
1,2024-05-01T05:45:12.000+05:30,2024-05-01T06:10:14.000+05:30,2,7.6,1,N,79,129,1,27,3,0.5,6.15,0,0.3,36.95,2.5,0
2,2024-05-01T05:51:50.000+05:30,2024-05-01T05:58:37.000+05:30,1,0.78,1,N,161,233,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,0
2,2024-05-01T06:07:42.000+05:30,2024-05-01T06:12:16.000+05:30,1,0.61,1,N,164,186,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
2,2024-05-01T06:16:15.000+05:30,2024-05-01T06:20:30.000+05:30,1,0.48,1,N,164,137,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5,0
2,2024-05-01T06:28:12.000+05:30,2024-05-01T06:35:47.000+05:30,4,0.92,1,N,234,79,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0
2,2024-05-01T05:30:55.000+05:30,2024-05-01T05:51:27.000+05:30,1,5.76,1,N,137,166,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5,0
2,2024-05-01T06:00:52.000+05:30,2024-05-01T06:08:38.000+05:30,1,2,1,N,239,24,1,8,0.5,0.5,1.77,0,0.3,13.57,2.5,0
2,2024-05-01T05:36:29.000+05:30,2024-05-01T05:48:10.000+05:30,2,1.56,1,N,107,79,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
2,2024-05-01T05:49:16.000+05:30,2024-05-01T05:57:01.000+05:30,1,1.24,1,N,79,107,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0
2,2024-05-01T06:01:17.000+05:30,2024-05-01T06:09:26.000+05:30,1,1.21,1,N,79,170,1,7.5,0.5,0.5,0,0,0.3,11.3,2.5,0
2,2024-05-01T06:13:01.000+05:30,2024-05-01T06:37:11.000+05:30,1,5.92,1,N,137,223,1,20.5,0.5,0.5,4,0,0.3,28.3,2.5,0
2,2024-05-01T05:58:52.000+05:30,2024-05-01T06:25:20.000+05:30,1,7.92,1,N,231,236,1,26,0.5,0.5,4.47,0,0.3,34.27,2.5,0
2,2024-05-01T05:53:55.000+05:30,2024-05-01T06:15:48.000+05:30,2,3.64,1,N,161,211,1,16,0.5,0.5,1.98,0,0.3,21.78,2.5,0
2,2024-05-01T06:22:39.000+05:30,2024-05-01T06:37:10.000+05:30,1,2.27,1,N,231,107,1,11,0.5,0.5,1,0,0.3,15.8,2.5,0
1,2024-05-01T06:02:47.000+05:30,2024-05-01T06:17:04.000+05:30,1,2.4,1,N,142,140,1,11.5,3,0.5,2,0,0.3,17.3,2.5,0
2,2024-05-01T05:54:25.000+05:30,2024-05-01T06:19:08.000+05:30,1,11.85,1,N,70,230,1,35,0.5,0.5,9.07,6.55,0.3,54.42,2.5,0
2,2024-05-01T06:13:07.000+05:30,2024-05-01T06:41:03.000+05:30,1,5.36,1,N,79,142,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5,0
2,2024-05-01T05:53:26.000+05:30,2024-05-01T06:06:01.000+05:30,1,2.53,1,N,13,90,1,11,0.5,0.5,2.22,0,0.3,17.02,2.5,0
2,2024-05-01T06:06:56.000+05:30,2024-05-01T06:19:26.000+05:30,1,1.81,1,N,90,148,1,10,0.5,0.5,1,0,0.3,14.8,2.5,0
2,2024-05-01T05:48:13.000+05:30,2024-05-01T05:55:53.000+05:30,3,0.91,1,N,164,170,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5,0
2,2024-05-01T06:03:10.000+05:30,2024-05-01T06:07:25.000+05:30,2,1.27,1,N,170,229,1,6,0.5,0.5,1.8,0,0.3,11.6,2.5,0
2,2024-05-01T06:22:29.000+05:30,2024-05-01T06:33:39.000+05:30,1,1.55,1,N,186,114,1,9,0.5,0.5,1,0,0.3,13.8,2.5,0
2,2024-05-01T05:47:51.000+05:30,2024-05-01T05:50:00.000+05:30,3,0.31,1,N,163,163,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5,0
2,2024-05-01T06:00:55.000+05:30,2024-05-01T06:21:59.000+05:30,2,4.81,1,N,164,146,1,17.5,0.5,0.5,4.26,0,0.3,25.56,2.5,0
1,2024-05-01T05:37:45.000+05:30,2024-05-01T05:44:44.000+05:30,1,1.4,1,N,239,41,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5,0
1,2024-05-01T06:16:39.000+05:30,2024-05-01T06:25:20.000+05:30,2,1.4,1,N,140,163,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0
1,2024-05-01T06:29:15.000+05:30,2024-05-01T06:47:52.000+05:30,3,4.1,1,N,48,262,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5,0
1,2024-05-01T05:48:05.000+05:30,2024-05-01T06:02:06.000+05:30,3,3.3,1,N,263,48,1,13,3,0.5,3,0,0.3,19.8,2.5,0
1,2024-05-01T06:06:54.000+05:30,2024-05-01T06:22:12.000+05:30,2,2.8,1,N,48,140,1,12.5,3,0.5,1.63,0,0.3,17.93,2.5,0
2,2024-05-01T06:18:24.000+05:30,2024-05-01T06:33:09.000+05:30,1,3.21,1,N,161,79,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5,0
2,2024-05-01T06:08:58.000+05:30,2024-05-01T06:20:50.000+05:30,1,3.04,1,N,137,142,1,11,0.5,0.5,2,0,0.3,16.8,2.5,0
1,2024-05-01T05:43:20.000+05:30,2024-05-01T05:55:04.000+05:30,1,1.5,1,N,231,79,1,9,3,0.5,2.55,0,0.3,15.35,2.5,0
1,2024-05-01T05:57:04.000+05:30,2024-05-01T05:59:56.000+05:30,1,0.4,1,N,79,114,1,4,3,0.5,1.55,0,0.3,9.35,2.5,0
1,2024-05-01T06:01:54.000+05:30,2024-05-01T06:10:54.000+05:30,1,1.6,1,N,114,234,1,8,3,0.5,2.36,0,0.3,14.16,2.5,0
1,2024-05-01T06:12:02.000+05:30,2024-05-01T06:30:11.000+05:30,2,3.3,1,N,234,141,1,14.5,3,0.5,4.55,0,0.3,22.85,2.5,0
1,2024-05-01T05:31:04.000+05:30,2024-05-01T05:40:08.000+05:30,1,0.8,1,N,148,148,1,7,3,0.5,2.15,0,0.3,12.95,2.5,0
2,2024-05-01T05:38:41.000+05:30,2024-05-01T05:43:25.000+05:30,1,0.89,1,N,68,249,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,0
